"","x"
"419",1599.36539969629
"420",-514.129437360912
"421",2104.8276721962
"422",22164.4261847604
"423",841.93056221387
"424",4053.07727033539
"425",2069.12999173213
"426",2353.89453735307
"427",21651.7626113155
"428",6463.53413653396
"429",39449.6698913873
"430",36145.541866218
"431",5422.5157594326
"432",794.445151536911
"433",5251.86299093294
"434",747.893052360487
"435",28718.8357731106
"436",-138.957660322366
"437",147.314374643975
"438",6980.1419935733
"439",970.565217562334
"440",22007.432652929
"441",855.878157802554
"442",4111.12615045873
"443",5655.07749520638
"444",2378.30273787592
"445",1792.16537592977
"446",2924.64873474382
"447",20490.7369772992
"448",2624.28817851231
"449",878.293942886065
"450",4839.50784250452
"451",3922.25797847989
"452",27916.6334394479
"453",1590.78845331727
"454",703.453654723649
"455",2752.08625881402
"456",1797.83940860655
"457",958.398377669084
"458",3159.68594139002
"459",11288.9433067143
"460",1585.13403101747
"461",6844.10643192919
"462",11687.0594375677
"463",3119.99017733957
"464",6173.93584639766
"465",1883.9503640966
"466",6056.16860822338
"467",16806.6001334703
"468",36078.5705190639
"469",2715.0683170676
"470",880.511825282111
"471",23721.3657469812
"472",25644.2231890693
"473",3331.77901859834
"474",964.031542021543
"475",10328.8818784572
"476",1388.67502350417
"477",6075.91199030569
"478",1630.43443988526
"479",2894.45151102937
"480",1710.45412699391
"481",4905.8402255316
"482",903.189429044082
"483",2075.6674878553
"484",947.800240479118
"485",2320.74992533161
"486",3329.21421987255
"487",2851.68906414457
"488",1638.86579238445
"489",4196.47002104271
"490",7222.37807539339
"491",7288.58567616958
"492",19138.4087505397
"493",1150.92517955385
"494",4222.76855344368
"495",23902.3328536596
"496",3121.67021080717
"497",4967.95961540688
"498",2144.03786498967
"499",49621.311929024
"500",4884.26428393839
"501",1921.69660086188
"502",10758.4162774969
"503",3045.5797495446
"504",4474.68447921768
"505",52916.0132534242
"506",3300.30367668777
"507",2170.39786789762
"508",1238.89945898546
"509",4461.32343318265
"510",11203.0788398335
"511",5985.32644787065
"512",1062.62949402586
"513",2234.24673448389
"514",6283.53673742929
"515",1470.25725319408
"516",2064.54986948433
"517",-198.706063221023
"518",2596.34134920991
"519",2473.8911488344
"520",4346.22197606996
"521",39177.0168412887
"522",1705.98298856523
"523",1361.45492782133
"524",3048.39704805045
"525",3949.75410781002
"526",9968.41418585178
"527",11650.179996448
"528",6856.57907822792
"529",2553.16390625769
"530",799.680887702308
"531",3697.49601315259
"532",22462.7232579895
"533",648.917678029938
"534",21272.1240271468
"535",878.974962242433
"536",4213.50394152559
"537",1297.77565867928
"538",11401.3042320963
"539",9097.89049050527
"540",11795.4102866995
"541",151926.139427856
"542",9988.32749608875
"543",1526.12946833801
"544",733.535282206086
"545",2712.71707771935
"546",888.691437072589
"547",10887.8391060003
"548",2613.12554104024
"549",1915.10719124535
"550",2197.20403991561
"551",12355.8579714485
"552",1812.01745286642
"553",2287.70243136713
"554",4663.50966857358
"555",38291.5436460939
"556",10428.482533806
"557",4478.14793865644
"558",3155.00608837459
"559",2305.77062984455
"560",5281.33478426111
"561",2680.07764138605
"562",29619.8062217989
"563",1369.33070138012
"564",2380.69074700011
"565",35216.2969364965
"566",3045.25980547653
"567",4887.25208130746
"568",11899.1358320018
"569",6408.7676249319
"570",6377.90241763735
"571",1536.66257111312
"572",1932.78727064906
"573",41652.0290348277
"574",159802.273839076
"575",2531.91788946591
"576",2947.65187922266
"577",13241.6644014482
"578",2882.03515992956
"579",1886.99529814643
"580",1903.54425690375
"581",2083.39186764266
"582",24711.5065327831
"583",3289.89399885485
"584",3238.18465526291
"585",1986.86285255107
"586",12667.578380237
"587",5534.39932670288
"588",8338.10930248644
"589",17554.737100911
"590",10105.0338145951
"591",28697.6364353186
"592",8628.24032266148
"593",40402.3678334986
"594",60.1769933527437
"595",5942.44668845487
"596",956.023918881525
"597",1733.62465342093
"598",1814.12304743199
"599",1946.66605551301
"600",1394.3958901708
"601",5875.6372259185
"602",1912.85157517753
"603",5340.28218443244
"604",716.782840279624
"605",3051.1893747939
"606",1298.93479012684
"607",3349.41011676235
"608",102930.956325852
"609",2355.2928621755
"610",767.796133069628
"611",444.272993908168
"612",7352.00878201679
"613",9830.27634358721
"614",3648.97557171875
"615",2371.58056092586
"616",1298.586883098
"617",14320.8291160705
"618",10768.5912763278
"619",3034.91299192251
"620",20443.013327762
"621",96269.143778687
"622",820.922666178071
"623",1891.48781815175
"624",4902.11522300868
"625",2295.84609244084
"626",7868.90198374647
"627",25489.9665985365
"628",3127.88206454535
"629",6718.55369152539
"630",986.964742239305
"631",5031.00408506931
"632",6259.72084606449
"633",2468.47540092643
"634",7402.67021736988
"635",595.254270839949
"636",24712.4732348475
"637",1489.29477111898
"638",8674.79776280836
"639",2022.7196415147
"640",4411.39680921164
"641",2489.35464012679
"642",1004.80243461771
"643",2600.61671513386
"644",1559.1491526157
"645",1757.75028865078
"646",1599.42643290389
"647",2086.53406497994
"648",6003.82047745429
"649",1694.14731919543
"650",4244.46771475695
"651",34580.7644353344
"652",29321.9163545962
"653",2715.09230712545
"654",10583.3400882481
"655",1942.99797985417
"656",3256.79234853059
"657",724.849093280394
"658",8105.64448612746
"659",118861.177393585
"660",3954.68707352522
"661",2412.48209390985
"662",30972.120062055
"663",6957.93247103291
"664",2237.64693261883
"665",3987.31180397838
"666",1117.99984726731
"667",8586.67802217192
"668",19586.1338152229
"669",2296.57835715801
"670",451.279031625032
"671",3847.72394624003
"672",3892.64282666166
"673",110.067565849514
"674",1939.859290718
"675",1315.65539304559
"676",1810.04841267431
"677",9757.61339450058
"678",50583.1705073241
"679",3391.5327007436
"680",7311.57319034492
"681",3923.77093518082
"682",34387.1928419713
"683",4951.45957897052
"684",1199.62287126394
"685",7808.46295328443
"686",16472.8035805254
"687",5253.11912548177
"688",1324.97779112578
"689",2293.08977822087
"690",1736.98807695576
"691",636.687152811354
"692",14869.0820160476
"693",3281.41136366441
"694",4070.94511222311
"695",1954.08718165409
"696",2053.10828964598
"697",2021.83024102926
"698",1964.81474900697
"699",701.36148772553
"700",1310.77959145486
"701",2836.037806432
"702",5581.05606227533
"703",3685.69726024641
"704",4063.08981563819
"705",3990.18806444871
"706",6565.00924510721
"707",1299.6146737995
"708",2886.51390264963
"709",1757.22903786527
"710",1761.67477799013
"711",4514.79720547089
"712",8669.36986273263
"713",7345.61375193056
"714",700.8496500267
"715",10655.4922007388
"716",573.428172640633
"717",7522.21369215506
"718",3427.39008718958
"719",3557.05123903075
"720",2476.60355877664
"721",3156.62325062471
"722",847.05490295618
"723",427.987582475021
"724",4263.52861278706
"725",4272.94825744938
"726",3887.88194966656
"727",1774.57413194254
"728",19833.7233722842
"729",6672.11928396128
"730",6986.55756829318
"731",6435.93003554429
"732",2059.9771333977
"733",640.180941936388
"734",4204.35301167075
"735",5654.01838757247
"736",7067.48657611081
"737",451.279031625032
"738",7562.84060728255
"739",26320.8923691202
"740",8017.65603479286
"741",346.920354663612
"742",4170.96196868152
"743",43656.125893249
"744",4471.47980105793
"745",1482.37560451336
"746",-47.3014345954327
"747",5480.71628346327
"748",16862.2128778736
"749",2259.24194895314
"750",509.101033919023
"751",4216.94784638911
"752",3581.62287236394
"753",4368.42024093037
"754",9982.50669261979
"755",15165.4568100273
"756",2533.80807434565
"757",19980.7611094037
"758",4443.07232653875
"759",4287.3244719549
"760",39388.8997130979
"761",37812.8399296209
"762",2614.59517393648
"763",42238.6776060469
"764",7895.16442656307
"765",4031.52505221131
"766",13828.4200355164
"767",5868.03208569599
"768",1163.11289324849
"769",71.1829911786153
"770",15636.885695841
"771",4251.70530889952
"772",5448.3493417267
"773",1045.77835004927
"774",4270.67090426019
"775",1455.73976792764
"776",3527.07897131644
"777",3656.8604419724
"778",1515.47759039056
"779",1393.25326247042
"780",1828.32197649583
"781",1385.34675798597
"782",689.796220979833
"783",1864.8551094237
"784",2839.2121004543
"785",16360.7176113313
"786",8268.2437915887
"787",7686.58474976051
"788",2978.20351754249
"789",1640.23034481916
"790",4662.7687593872
"791",3512.07550348535
"792",6275.96173572311
"793",2043.96074717124
"794",527.566913153303
"795",6129.18663097159
"796",6382.0489447405
"797",1032.58264760005
"798",36547.3464851942
"799",31443.5978903997
"800",2267.92762282045
"801",1798.35545462074
"802",10513.1904525249
"803",3045.30937150934
"804",823.618122516135
"805",2762.42582090258
"806",14425.1461027163
"807",9288.19515878726
"808",3793.66785035187
"809",2191.86846298777
"810",808.232417233681
"811",1854.91200562649
"812",34002.6627910834
"813",-195.763169669321
"814",168.688266659952
"815",4874.37084256006
"816",1396.96937115665
"817",3444.24487400491
"818",823.622892751024
"819",4953.59607122852
"820",4259.66835085698
"821",4573.17052696695
"822",898.301329228077
"823",8874.42549342716
"824",6329.21582962258
"825",1425.68092348246
"826",10688.0284229449
"827",3989.69271454399
"828",8468.17544050466
"829",20278.8239990691
"830",25496.6144536765
"831",9218.02573646345
"832",25450.2099836588
"833",3473.66312648898
"834",5364.2800048723
"835",5782.08372664918
"836",4463.67482165877
"837",1606.13803690376
"838",2814.08667430758
"839",13323.1277086192
"840",6898.01803861455
"841",1903.91495746343
"842",4114.12775253686
"843",11978.6781906988
"844",6154.35402598267
"845",1706.45531122651
"846",2781.75435184164
"847",6067.00648459887
"848",29898.9770949209
"849",1229.04876077033
"850",122170.970940956
"851",8887.80104967984
"852",2369.36014813173
"853",4326.44630307491
"854",3063.49890260615
"855",7177.02468831403
"856",1729.73925646384
"857",7496.37302376341
"858",775.872222505515
"859",2237.57577456322
"860",1643.30393416865
"861",2218.04754330717
"862",6634.64630356951
"863",3655.3131039912
"864",1113.28910594459
"865",2096.97117019703
"866",796.492067300777
"867",8745.64659044272
"868",6811.20607899559
"869",2947.13279367993
"870",9331.55390561655
"871",1079.60140278603
"872",1255.51510085218
"873",8292.08755483051
"874",1963.28718114368
"875",940.354798565363
"876",2133.04969526368
"877",1479.62158448588
"878",1390.11159439014
"879",12216.8268540655
"880",7957.08373925566
"881",9403.22245712595
"882",41055.8520743252
"883",617.869300320805
"884",3193.41179402311
"885",2321.77343804621
"886",10260.4383666908
"887",5657.31041487231
"888",9317.62031366425
"889",2719.10378023651
"890",874.252070710101
"891",5920.01950928601
"892",1254.22771608336
"893",6997.9742237578
"894",3203.468719015
"895",1776.27262413846
"896",2783.70028425223
"897",1252.49476925172
"898",5752.31266892259
"899",3663.86801229261
"900",5125.85314904367
"901",2356.80924325824
"902",2060.69780230785
"903",1281.89081309803
"904",7604.72486653072
"905",2110.65978229603
"906",8857.06149169175
"907",1894.82062247007
"908",17155.839331206
"909",4160.41294951467
"910",2550.12402340364
"911",40174.5253923406
"912",4653.33691004806
"913",2923.14187698912
"914",1628.35439303041
"915",115383.840211134
"916",2553.37734431389
"917",109.609644110838
"918",-362.319693497788
"919",5872.20710195994
"920",1045.17797739157
"921",1430.77539562712
"922",680.646298341349
"923",100001.01885262
"924",2079.227117521
"925",16123.6002265071
"926",796.136862982626
"927",3209.4361125318
"928",1389.14604802975
"929",20759.8633047456
"930",1199.86521437052
"931",2285.32171423084
"932",1761.77242615562
"933",3266.24011748791
"934",17396.5736725971
"935",1724.80249723562
"936",2318.72081600159
"937",10238.4918263517
"938",8959.20771190161
"939",1520.40095472136
"940",1011.4945188342
"941",4896.44577803897
"942",15185.1016362704
"943",24846.8508546926
"944",8527.13499328512
"945",5352.83701074336
"946",3463.53460470614
"947",3923.15298579728
"948",7158.53467176525
"949",1807.19236239864
"950",4388.27671785393
"951",1212.87634732905
"952",2612.31832139789
"953",28553.615332933
"954",1255.02417886148
"955",1499.49264737455
"956",4819.27857923391
"957",1281.55494146886
"958",11564.5187798506
"959",7667.23935670005
"960",1816.66498446156
"961",10635.4730438549
"962",1950.81477788048
"963",3717.16893723012
"964",21955.8283033071
"965",829.628758843718
"966",1793.09282524448
"967",945.397812465935
"968",1439.9228517099
"969",10986.8505210551
"970",2358.78360107318
"971",2672.0353812404
"972",36859.9582908275
"973",5198.58538201819
"974",665.846811066118
"975",2355.31380872452
"976",83769.2210936056
"977",520.032012970794
"978",4605.76752514037
"979",2066.55477150667
"980",2260.74499046873
"981",4962.48973012162
"982",5420.82302744846
"983",1926.27947471288
"984",805.121713103638
"985",9686.91881022014
"986",14136.5072391153
"987",6552.98204785597
"988",67935.6655643109
"989",1743.87539647056
"990",11965.2555106385
"991",5420.05450554939
"992",5123.12556844868
"993",2653.94552319301
"994",2187.36354846434
"995",3217.71892275183
"996",2366.1657883608
"997",5090.95412031728
"998",3412.7996736138
"999",764.776555095365
"1000",2560.50623446843
"1001",1343.84282169645
"1002",2956.87719140737
"1003",38299.6234339568
"1004",2123.52804529643
"1005",2076.02373228458
"1006",14920.7514861921
"1007",1900.61840787383
"1008",26608.0338551795
"1009",1906.49151427485
"1010",13995.9975283736
"1011",1868.92804111364
"1012",1317.49928866646
"1013",2478.13982410116
"1014",1275.16234836703
"1015",15771.9008905415
"1016",17898.4737080517
"1017",4981.23802872981
"1018",6165.69040070079
"1019",1463.02240288207
"1020",12948.7443598532
"1021",1924.99677777644
"1022",4280.35787759824
"1023",1810.91851921932
"1024",6819.04515834334
"1025",11272.6833175683
"1026",31106.9741142581
"1027",7820.74397780292
"1028",2118.13594417635
"1029",41453.749033417
"1030",1512.89642843694
"1031",1575.94191629386
"1032",9466.26707294992
"1033",4555.01836037639
"1034",3800.95256639403
"1035",2722.55129213531
"1036",119699.36555407
"1037",1945.06541850888
"1038",1474.29645344342
"1039",1918.15430963843
"1040",5335.27181436301
"1041",2298.45368131964
"1042",32240.4110946256
"1043",1515.20466993844
"1044",13384.5117194997
"1045",2716.22625027151
"1046",8842.2710064016
"1047",6158.24918705624
"1048",4183.83158054339
"1049",902.093072691616
"1050",5173.89563507182
"1051",2343.98941890229
"1052",2970.75682965229
"1053",1933.28945359245
"1054",1680.51093522025
"1055",2727.21090586783
"1056",2005.87049248116
"1057",2175.48220964002
"1058",4900.39855551765
"1059",1197.78275434343
"1060",12265.9244623634
"1061",3114.08628727822
"1062",3664.80926719177
"1063",1547.04505208308
"1064",17024.8549861107
"1065",1477.2259801748
"1066",6408.56961944499
"1067",1383.36110046061
"1068",5021.59734964504
"1069",5959.10068542263
"1070",1483.30083013144
"1071",1138.59083427124
"1072",14184.8851080367
"1073",3938.68580253642
"1074",7446.97317700893
"1075",748.593458543507
"1076",1553.73760821516
"1077",21872.2904050465
"1078",1125.10570853456
"1079",2723.20481108254
"1080",703.453654723649
"1081",391.041446332487
"1082",1509.63540880199
"1083",3327.56306195767
"1084",1764.06059987159
"1085",2654.02597147837
"1086",2009.62961199447
"1087",8269.6088269978
"1088",25231.1250873503
"1089",1882.15393619491
"1090",-85.1601438849255
"1091",581.514399491652
"1092",2094.56150589495
"1093",54100.393190826
"1094",2680.64368828075
"1095",33792.5281573165
"1096",1528.31073704687
"1097",1277.0783797877
"1098",3091.4011754476
"1099",3135.18599281431
"1100",994.797854392234
"1101",5369.09577156816
"1102",17331.7303360981
"1103",3490.09520065429
"1104",2563.8128304833
"1105",3552.56456756893
"1106",7643.33576138588
"1107",3669.36630118894
"1108",3236.8890574826
"1109",3185.41580466722
"1110",237745.682898645
"1111",10953.6983967708
"1112",2349.00210875105
"1113",10411.0574922732
"1114",1634.9281051864
"1115",32646.8685496534
"1116",24389.9795806254
"1117",2413.93033364578
"1118",21691.3686503125
"1119",1965.2779724669
"1120",4341.3336692677
"1121",48984.5495310915
"1122",2244.48098861567
"1123",33347.1866193623
"1124",3350.10152708235
"1125",872.199180696747
"1126",896.433195765337
"1127",5082.57379115013
"1128",12581.5539563214
"1129",1840.13610532994
"1130",1199.45525844807
"1131",1944.44609229094
"1132",6692.3801710439
"1133",747.782802434612
"1134",1194.75021588605
"1135",8794.40782721223
"1136",11801.5945502521
"1137",2601.19501490516
"1138",2096.05234396794
"1139",1341.77718450196
"1140",4084.8265965516
"1141",13628.6916867045
"1142",35413.7828500664
"1143",2837.72266574237
"1144",8865.29431601386
"1145",13696.1538079732
"1146",1271.8367997998
"1147",12208.4097930314
"1148",1731.69079867319
"1149",7538.03832197911
"1150",10514.5942072955
"1151",5563.85644126369
"1152",14218.753898051
"1153",19080.0586552655
"1154",12925.9332432901
"1155",954.553342907242
"1156",27416.336319396
"1157",1183.60798360936
"1158",47213.2911576279
"1159",2641.46447021695
"1160",3354.13248215348
"1161",7334.44372700012
"1162",3269.18146551971
"1163",32356.4662191402
"1164",3487.58386129496
"1165",23460.4589614512
"1166",873.393256409367
"1167",3104.79280344549
"1168",679.152394575877
"1169",1321.42114899291
"1170",11154.8771656433
"1171",1387.02224483404
"1172",871.549311628527
"1173",4466.46097443683
"1174",27649.2051007059
"1175",2457.16029641868
"1176",838.314044716118
"1177",6107.48672965648
"1178",22230.3842829396
"1179",4246.56967167691
"1180",2187.94650541749
"1181",2596.92006318203
"1182",148868.90831242
"1183",4979.77531356744
"1184",11704.1107842231
"1185",1796.55265141783
"1186",997.303358450137
"1187",4946.73898704785
"1188",2269.97832065505
"1189",7443.13652949472
"1190",4940.17287538874
"1191",2993.80042663971
"1192",10703.207245694
"1193",16382.9626207275
"1194",4252.2615638554
"1195",32226.1355479918
"1196",43529.4294135119
"1197",2002.82581819603
"1198",9893.30225959995
"1199",2151.87890369283
"1200",26400.5661765718
"1201",3087.41307304764
"1202",2859.6792619092
"1203",2006.12224337339
"1204",7705.1925503703
"1205",2832.79294367181
"1206",7695.23066538242
"1207",9828.61065648732
"1208",10616.0710950879
"1209",2153.55266877144
"1210",1114.20044552712
"1211",18520.911008424
"1212",4476.63892695413
"1213",2200.531786019
"1214",10613.7166979256
"1215",1852.71716587499
"1216",1926.64769693755
"1217",85737.9894170486
"1218",1046.59413989676
"1219",5001.93334982954
"1220",2281.18841254901
"1221",10271.4690368652
"1222",3289.73916388201
"1223",2044.93393088484
"1224",798.861417781805
"1225",1847.87033000969
"1226",1264.39717849264
"1227",1738.87125410531
"1228",11146.5130801166
"1229",946.977580027286
"1230",76870.6897222188
"1231",18401.2563262642
"1232",31451.0515892715
"1233",13913.0969451252
"1234",19424.13862465
"1235",5923.78248321947
"1236",1338.03851248231
"1237",9981.00069695897
"1238",1166.0703011713
"1239",1717.53284157465
"1240",16061.8109442219
"1241",7043.13461439631
"1242",7901.41001377156
"1243",10803.2416104653
"1244",1364.50975662846
"1245",864.960247060552
"1246",5619.12892057056
"1247",1463.49165310727
"1248",778.485349394453
"1249",2172.76256666439
"1250",8106.69365222566
"1251",1313.9195396805
"1252",1869.23590284468
"1253",1403.35114264434
"1254",1802.95422554731
"1255",4380.05421361639
"1256",5579.84107258883
"1257",36280.8970708335
"1258",41700.470307861
"1259",4251.10427400413
"1260",1664.73844897145
"1261",2927.29758976385
"1262",10883.8370079867
"1263",-152.619256031628
